the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac,NTAname
POINT (-73.99517005389202 40.659670382353966),3,Brooklyn,307,38,51,26,10,5th Avenue and 24th Street,Brooklyn,11/24/2021,-73.99517,40.65967,X,AREA OF MINIMAL FLOOD HAZARD,,Sunset Park (West)
POINT (-73.94351254234492 40.83593264659847),1,Manhattan,112,7,72,31,13,Broadway and West 160th Street,Manhattan,10/23/2019,-73.94351237,40.8359322,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (South)
POINT (-73.97998810641707 40.78384447509983),1,Manhattan,107,6,67,47,12,Broadway and West 79th Street,Manhattan,08/21/2018,-73.97998787,40.78384397,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side (Central)
POINT (-74.09260911391713 40.6032301480631),5,Staten Island,502,50,64,23,11,Richmond Road and Spring Street,Staten Island,11/17/2022,-74.09260911,40.60323015,X,AREA OF MINIMAL FLOOD HAZARD,,Grasmere-Arrochar-South Beach-Dongan Hills
POINT (-73.89112666693845 40.860061792983),2,Bronx,206,15,78,33,15,3rd Avenue and East 189th Street,Bronx,07/15/2022,-73.89112667,40.86006179,X,AREA OF MINIMAL FLOOD HAZARD,,Belmont
POINT (-73.9140550474701 40.694069040647804),3,Brooklyn,304,37,54,18,7,Wilson Avenue and Madison Street,Brooklyn,03/02/2021,-73.91405506,40.69406847,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (East)
POINT (-73.9850428481006 40.753553787179236),1,Manhattan,105,4,75,28,12,Avenue of the Americas at West 40th Street,Manhattan,03/30/2020,-73.98504285,40.75355379,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown-Times Square
POINT (-73.98328370310908 40.67279717461005),3,Brooklyn,306,39,52,26,10,5th Avenue and 3rd Street,Brooklyn,06/24/2022,-73.9832837,40.67279717,X,AREA OF MINIMAL FLOOD HAZARD,5,Park Slope
POINT (-73.95895161377591 40.58216940080286),3,Brooklyn,313,48,45,23,8,Neptune Avenue and East 11th Street,Brooklyn,01/25/2022,-73.95895178,40.58216909,AE,,1,Brighton Beach
POINT (-73.95835112649775 40.76053593048697),1,Manhattan,108,5,76,28,12,York Avenue and East 62nd Street,Manhattan,07/22/2012,-73.95835094,40.76053535,X,AREA OF MINIMAL FLOOD HAZARD,4,Upper East Side-Lenox Hill-Roosevelt Island
POINT (-73.97722226404676 40.719308967877),1,Manhattan,103,2,74,27,10,East Houston Street and Baruch Drive,Manhattan,11/02/2022,-73.97722226,40.71930897,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,1,Lower East Side
POINT (-73.88800469112901 40.8828374841003),2,Bronx,208,11,81,31,15,Sedgewick Avenue with Dickenson Avenue and Goulden Avenue,Bronx,01/04/2019,-73.8880046,40.88283704,X,AREA OF MINIMAL FLOOD HAZARD,,Kingsbridge Heights-Van Cortlandt Village
POINT (-74.13908332476862 40.63970828860316),5,Staten Island,501,49,61,23,11,Richmond Terrace and Nicholas Avenue,Staten Island,01/28/2023,-74.13908332,40.63970829,AE,,2,Port Richmond
POINT (-73.95217234626867 40.69341815841397),3,Brooklyn,303,33,57,25,8,Nostrand Avenue and Willoughby Avenue,Brooklyn,05/12/2022,-73.95217235,40.69341816,X,AREA OF MINIMAL FLOOD HAZARD,,Bedford-Stuyvesant (West)
POINT (-73.75944186628729 40.721063587693635),4,Queens,408,23,24,11,5,Hillside Avenue and Francis Lewis Boulevard,Queens,07/11/2022,-73.75944187,40.72106359,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica Estates-Holliswood
POINT (-73.86920857866426 40.83959919394839),2,Bronx,211,18,87,34,14,East Tremont Avenue and Commonwealth Avenue,Bronx,10/06/2022,-73.86920858,40.83959919,X,AREA OF MINIMAL FLOOD HAZARD,,Soundview-Bruckner-Bronx River
POINT (-73.9497663342374 40.790370500098504),1,Manhattan,111,8,68,29,13,Park Avenue and East 102nd Street,Manhattan,01/25/2022,-73.94976616,40.79036997,X,AREA OF MINIMAL FLOOD HAZARD,,East Harlem (South)
POINT (-73.85484076899891 40.68644782138436),4,Queens,409,32,38,15,7,Atlantic Avenue and 87th Street,Queens,09/25/2020,-73.8548409,40.68644717,X,AREA OF MINIMAL FLOOD HAZARD,6,Woodhaven
POINT (-74.01565692755568 40.70488411674674),1,Manhattan,101,1,61,27,10,Battery Place and Washington Street,Manhattan,05/11/2015,-74.01565675,40.70488369,AE,,1,Financial District-Battery Park City
POINT (-73.84780277488281 40.74004883841951),4,Queens,404,21,35,13,6,Horace Harding Expressway Westbound Service Road at Corona Avenue,Queens,01/10/2020,-73.84780277,40.74004884,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4,Flushing Meadows-Corona Park
POINT (-73.93252692409983 40.800035199739014),1,Manhattan,111,8,68,29,13,1 Avenue and East 122 Street,Manhattan,11/25/2016,-73.93252692,40.8000352,AE,,3,East Harlem (North)
POINT (-73.98323603822213 40.6609374054925),3,Brooklyn,307,39,44,20,10,8th Avenue and Windsor Place,Brooklyn,04/29/2022,-73.983236,40.660937,X,AREA OF MINIMAL FLOOD HAZARD,,Windsor Terrace-South Slope
POINT (-73.82163945930117 40.614871964738356),4,Queens,484,31,23,10,5,Cross Bay Boulevard and East 1st Road,Queens,01/14/2021,-73.82163973,40.61487132,AE,,1,Jamaica Bay (East)
POINT (-73.97103311930516 40.675237012167386),3,Brooklyn,355,39,52,20,10,Grand Army Plaza (North) and Pedestrian Crossing (mid-block),Brooklyn,01/30/2019,-73.97103307,40.67523656,X,AREA OF MINIMAL FLOOD HAZARD,,Park Slope
POINT (-73.8464085146472 40.87055332550711),2,Bronx,211,12,83,36,15,East Gun Hill Road with Seymour Avenue and Sexton Place,Bronx,05/07/2022,-73.84640851,40.87055333,X,AREA OF MINIMAL FLOOD HAZARD,,Pelham Gardens
POINT (-73.96426688231851 40.61998319330143),3,Brooklyn,314,44,48,22,9,Coney Island Avenue and Avenue L,Brooklyn,08/15/2022,-73.96426688,40.61998319,X,AREA OF MINIMAL FLOOD HAZARD,,Midwood
POINT (-73.98523190492173 40.61712497934618),3,Brooklyn,311,47,49,17,9,20 Avenue and 64 Street,Brooklyn,09/17/2021,-73.9852319,40.61712498,X,AREA OF MINIMAL FLOOD HAZARD,,Bensonhurst
POINT (-73.8513528605631 40.7225755433496),4,Queens,406,29,28,15,6,Yellowstone Boulevard and Austin Street,Queens,12/06/2019,-73.85135295,40.72257485,X,AREA OF MINIMAL FLOOD HAZARD,,Forest Hills
POINT (-73.87034641540578 40.73369346147493),4,Queens,404,25,39,12,6,Queens Boulevard (eastbound) and Woodhaven Boulevard,Queens,04/23/2012,-73.87034645,40.73369278,X,AREA OF MINIMAL FLOOD HAZARD,6,Elmhurst
POINT (-73.76944084692153 40.711977694016085),4,Queens,412,23,29,11,5,Jamaica Avenue and 190th Street,Queens,11/06/2019,-73.76944111,40.7119769,X,AREA OF MINIMAL FLOOD HAZARD,,Hollis
POINT (-73.91484345501136 40.752731460352166),4,Queens,401,26,37,12,7,48th Street and 300' South of Northern Boulevard (Plaza 48 N. Ext/Ent) (mid-block),Queens,09/24/2022,-73.91484346,40.75273146,X,AREA OF MINIMAL FLOOD HAZARD,,Sunnyside Yards (North)
POINT (-73.93544898451816 40.74006818484776),4,Queens,402,26,37,12,7,Hunters Point Avenue and 31st Place,Queens,06/25/2022,-73.93544898,40.74006818,X,AREA OF MINIMAL FLOOD HAZARD,4,Sunnyside
POINT (-73.82625238380169 40.77451985135729),4,Queens,407,20,40,16,6,Union Street at 26th Avenue,Queens,07/21/2020,-73.82625238,40.77451985,X,AREA OF MINIMAL FLOOD HAZARD,,Murray Hill-Broadway Flushing
POINT (-73.97036747705404 40.79405279582733),1,Manhattan,107,7,69,47,12,Amsterdam Avenue and West 96th Street,Manhattan,03/17/2020,-73.97036726,40.7940523,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side (Central)
POINT (-73.99547346034802 40.75962604586378),1,Manhattan,104,3,75,47,12,10 Avenue and West 42 Street,Manhattan,09/13/2021,-73.99547346,40.75962605,X,AREA OF MINIMAL FLOOD HAZARD,5,Hell's Kitchen
POINT (-73.97745793094644 40.68405295823433),3,Brooklyn,302,39,52,26,10,Flatbush Avenue and Atlantic Avenue,Brooklyn,04/08/2019,-73.97745785,40.6840525,X,AREA OF MINIMAL FLOOD HAZARD,,Park Slope
POINT (-73.80399950761968 40.76027184570986),4,Queens,407,20,40,16,6,Sanford Avenue and 162 Street,Queens,02/22/2023,-73.80399951,40.76027185,X,AREA OF MINIMAL FLOOD HAZARD,,Murray Hill-Broadway Flushing
POINT (-73.96430307449862 40.794786172481565),1,Manhattan,107,7,69,47,12,West 100th Street and Manhatan Avenue,Manhattan,05/27/2022,-73.96430307,40.79478617,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Manhattan Valley
POINT (-73.92563917229084 40.80938063975643),2,Bronx,201,8,84,29,15,Alexander Avenue and East 137th Street,Bronx,11/12/2019,-73.92563917,40.80938064,X,AREA OF MINIMAL FLOOD HAZARD,4,Mott Haven-Port Morris
POINT (-73.9583640083515 40.7687975933015),1,Manhattan,108,5,76,28,12,Second Avenue and East 72nd Street,Manhattan,11/04/2019,-73.95836382,40.76879703,X,AREA OF MINIMAL FLOOD HAZARD,,Upper East Side-Lenox Hill-Roosevelt Island
POINT (-73.92058795295928 40.846877748779434),2,Bronx,205,14,77,31,15,University Avenue with Featherbed Lane and West 174th Street (mid-block),Bronx,04/19/2019,-73.92058782,40.84687729,X,AREA OF MINIMAL FLOOD HAZARD,,University Heights (South)-Morris Heights
POINT (-73.86538696202258 40.676003013604316),3,Brooklyn,305,37,60,19,7,North Conduit Boulevard and Grant Avenue,Brooklyn,02/11/2022,-73.86538709,40.67600239,X,AREA OF MINIMAL FLOOD HAZARD,6,East New York-City Line
POINT (-73.99250070341463 40.713179182420795),1,Manhattan,103,1,65,27,10,Pike Street and Henry Street,Manhattan,07/22/2022,-73.9925007,40.71317918,X,AREA OF MINIMAL FLOOD HAZARD,,Chinatown-Two Bridges
POINT (-73.92147968129453 40.743482843409744),4,Queens,402,26,37,12,7,Queens Boulevard and 43rd Street,Queens,01/15/2020,-73.92147959,40.74348221,X,AREA OF MINIMAL FLOOD HAZARD,,Sunnyside
POINT (-73.98270086374026 40.62659964601316),3,Brooklyn,312,44,48,22,9,18 Avenue and 52 Street,Brooklyn,10/26/2022,-73.98270086,40.62659965,X,AREA OF MINIMAL FLOOD HAZARD,,Borough Park
POINT (-73.94978863779582 40.69831106496517),3,Brooklyn,303,36,56,25,8,Marcy Avenue and Ellery Avenue,Brooklyn,08/01/2022,-73.94978864,40.69831106,X,AREA OF MINIMAL FLOOD HAZARD,3,Bedford-Stuyvesant (West)
POINT (-73.92377712130161 40.697298241600215),3,Brooklyn,304,34,53,18,7,Central Avenue and Stanhope Street,Brooklyn,02/12/2021,-73.92377711,40.69729768,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (West)
POINT (-73.96689706456084 40.807560904020114),1,Manhattan,109,7,69,30,12,Riverside Drive and West 114 Street,Manhattan,10/12/2022,-73.96689706,40.8075609,X,AREA OF MINIMAL FLOOD HAZARD,,Morningside Heights
POINT (-73.99263304155649 40.758429735310365),1,Manhattan,104,3,75,47,12,West 42nd Street between 8th Avenue and 9th Avenue,Manhattan,05/09/2016,-73.99263278,40.75842919,X,AREA OF MINIMAL FLOOD HAZARD,6,Hell's Kitchen
POINT (-73.86521516128525 40.67538798345464),3,Brooklyn,305,37,60,19,7,South Conduit Boulevard and Grant Avenue,Brooklyn,02/15/2022,-73.86521529,40.67538736,X,AREA OF MINIMAL FLOOD HAZARD,5,East New York-City Line
POINT (-73.91571441656515 40.63650667543767),3,Brooklyn,318,46,59,19,8,Glenwood Road and East 79th Street,Brooklyn,04/23/2020,-73.91571453,40.63650619,X,AREA OF MINIMAL FLOOD HAZARD,3,Canarsie
POINT (-73.89996465480098 40.86801889170189),2,Bronx,207,14,78,31,13,West Kingsbridge Road with Reservoir Avenue and Aqueduct Avenue West,Bronx,12/21/2020,-73.89996455,40.86801844,X,AREA OF MINIMAL FLOOD HAZARD,,Kingsbridge Heights-Van Cortlandt Village
POINT (-73.88149135798672 40.87481054079853),2,Bronx,207,11,80,33,15,Mosholu Parkway North and 100' South of East 206th Street,Bronx,07/07/2022,-73.88149136,40.87481054,X,AREA OF MINIMAL FLOOD HAZARD,,Norwood
POINT (-73.84318115547885 40.67215079142163),4,Queens,410,32,23,15,5,Cross Bay Boulevard at Pitkin Avenue,Queens,01/05/2020,-73.84318116,40.67215079,X,AREA OF MINIMAL FLOOD HAZARD,5,Ozone Park
POINT (-73.98553661613981 40.75797344435694),1,Manhattan,105,4,75,28,12,Broadway and 7th Avenue with West 46th Street,Manhattan,02/24/2017,-73.98553637,40.75797289,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown-Times Square
POINT (-73.78700778941459 40.698342532730216),4,Queens,412,27,32,14,5,Merrick Boulevard and 108th Avenue,Queens,07/26/2021,-73.78700803,40.69834177,X,AREA OF MINIMAL FLOOD HAZARD,6,South Jamaica
POINT (-73.93533333331784 40.60997442698604),3,Brooklyn,318,46,59,22,8,Fillmore Avenue and East 33rd Street,Brooklyn,12/21/2021,-73.93533347,40.60997402,X,AREA OF MINIMAL FLOOD HAZARD,3,Marine Park-Mill Basin-Bergen Beach
POINT (-73.8552766552844 40.68337082518187),4,Queens,409,32,38,15,7,Rockaway Boulevard with 85th Street and 97th Avenue,Queens,06/14/2022,-73.85527666,40.68337083,X,AREA OF MINIMAL FLOOD HAZARD,5,Ozone Park (North)
POINT (-73.96701619054154 40.793557841449996),1,Manhattan,107,7,69,47,12,Columbus Avenue and West 98th Street Pedestrian Crossing,Manhattan,09/13/2017,-73.96701598,40.79355734,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Manhattan Valley
POINT (-73.9113835779444 40.76960548699063),4,Queens,401,22,34,12,14,Astoria Boulevard and 38th Street,Queens,01/22/2022,-73.91138349,40.76960487,X,AREA OF MINIMAL FLOOD HAZARD,,Astoria (North)-Ditmars-Steinway
POINT (-74.00756477227633 40.65443008183209),3,Brooklyn,307,38,51,26,10,3 Avenue and 38 Street,Brooklyn,09/07/2022,-74.00756477,40.65443008,X,AREA OF MINIMAL FLOOD HAZARD,1,Sunset Park (West)
POINT (-73.94285180240794 40.79695885532728),1,Manhattan,111,8,68,30,13,Lexington Avenue and East 113th Street (Pedestrian Crossing),Manhattan,04/03/2018,-73.94285164,40.79695833,X,AREA OF MINIMAL FLOOD HAZARD,5,East Harlem (North)
POINT (-73.8983723080323 40.87366014599766),2,Bronx,208,14,81,31,13,Reservoir Avenue and University Avenue,Bronx,06/04/2022,-73.89837231,40.87366015,X,AREA OF MINIMAL FLOOD HAZARD,,Kingsbridge Heights-Van Cortlandt Village
POINT (-73.87006423934197 40.66795458816993),3,Brooklyn,305,42,60,19,8,Linden Boulevard and Euclid Avenue,Brooklyn,09/29/2022,-73.87006424,40.66795459,X,AREA OF MINIMAL FLOOD HAZARD,3,East New York-City Line
POINT (-73.80910578089053 40.7846819172112),4,Queens,407,19,27,11,3,Clintonville Street and Locke Avenue,Queens,08/01/2014,-73.8091059,40.7846812,X,AREA OF MINIMAL FLOOD HAZARD,,Whitestone-Beechhurst
POINT (-74.06264905996605 40.60935755692401),5,Staten Island,501,49,63,23,11,Bay Street and Fingerboard Road,Staten Island,02/27/2023,-74.06264906,40.60935756,X,AREA OF MINIMAL FLOOD HAZARD,,Rosebank-Shore Acres-Park Hill
POINT (-74.01318616403559 40.70404178070327),1,Manhattan,101,1,61,27,10,Broadway and Bowling Green,Manhattan,09/13/2013,-74.01318599,40.70404135,X,AREA OF MINIMAL FLOOD HAZARD,1,Financial District-Battery Park City
POINT (-73.77892365592852 40.782039148331464),4,Queens,407,19,26,11,3,212th Street between 18th Avenue and 23rd Avenue) (mid-block),Queens,02/20/2020,-73.77892384,40.78203839,X,AREA OF MINIMAL FLOOD HAZARD,6,Bay Terrace-Clearview
POINT (-73.81086306319278 40.68602372430731),4,Queens,410,28,31,10,5,109 Avenue and 133 Street,Queens,04/16/2020,-73.81086306,40.68602372,X,AREA OF MINIMAL FLOOD HAZARD,,South Ozone Park
POINT (-73.9548711020899 40.60611318854372),3,Brooklyn,315,48,45,22,9,Avenue R and East 18th Street,Brooklyn,10/30/2022,-73.9548711,40.60611319,X,AREA OF MINIMAL FLOOD HAZARD,5,Madison
POINT (-73.87713776474027 40.82395810917145),2,Bronx,209,18,85,32,14,Bruckner Boulevard North Westbound and Boynton Avenue,Bronx,03/18/2022,-73.87713772,40.82395755,X,AREA OF MINIMAL FLOOD HAZARD,5,Soundview-Bruckner-Bronx River
POINT (-73.8701309208393 40.8820883447614),2,Bronx,212,11,81,33,15,Webster Avenue between East Gun Hill Road and East 233rd Street (mid-block),Bronx,02/19/2019,-73.87013086,40.88208787,X,AREA OF MINIMAL FLOOD HAZARD,,Woodlawn Cemetery
POINT (-73.86301406721446 40.89625680294175),2,Bronx,212,11,81,36,15,Webster Avenue and Bronx River Parkway S/B Exit Ramp,Bronx,08/21/2022,-73.86301407,40.8962568,X,AREA OF MINIMAL FLOOD HAZARD,,Wakefield-Woodlawn
POINT (-73.79640935474782 40.738595104837025),4,Queens,407,20,25,16,6,Horace Harding Expressway Westbound and Fresh Meadow Lane,Queens,12/10/2019,-73.79640954,40.73859433,X,AREA OF MINIMAL FLOOD HAZARD,,Queensboro Hill
POINT (-73.89348280319699 40.67776162082849),3,Brooklyn,305,37,54,19,7,Fulton Street and Bradford Street,Brooklyn,04/13/2021,-73.89348288,40.67776104,X,AREA OF MINIMAL FLOOD HAZARD,,East New York (North)
POINT (-73.95722364605281 40.68920193860936),3,Brooklyn,303,35,57,25,8,Franklin Avenue and Lafayette Avenue,Brooklyn,11/18/2016,-73.95722359,40.68920144,X,AREA OF MINIMAL FLOOD HAZARD,,Bedford-Stuyvesant (West)
POINT (-73.94168898940961 40.83842667437175),1,Manhattan,112,7,71,31,13,Broadway and West 164th Street,Manhattan,09/24/2018,-73.94168882,40.83842623,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (South)
POINT (-73.84871358353583 40.71394256826363),4,Queens,406,29,28,15,6,71st Avenue and Juno Street,Queens,12/04/2020,-73.84871369,40.71394188,X,AREA OF MINIMAL FLOOD HAZARD,,Forest Hills
POINT (-73.94957208844897 40.65080758788899),3,Brooklyn,317,40,42,21,9,Nostrand Avenue and Church Avenue,Brooklyn,03/17/2022,-73.94957212,40.65080714,X,AREA OF MINIMAL FLOOD HAZARD,,East Flatbush-Erasmus
POINT (-74.16355879360037 40.54372322115754),5,Staten Island,503,51,62,24,11,Amboy Road with Ridgecrest Avenue and Putnam Street,Staten Island,05/27/2022,-74.16355879,40.54372322,X,AREA OF MINIMAL FLOOD HAZARD,,Great Kills-Eltingville
POINT (-73.97462512166099 40.623724701385385),3,Brooklyn,312,44,48,22,9,Avenue J and East 2nd Street,Brooklyn,05/19/2021,-73.97462518,40.62372435,X,AREA OF MINIMAL FLOOD HAZARD,,Mapleton-Midwood (West)
POINT (-73.93278973961013 40.7541945117746),4,Queens,401,26,36,59,7,38th Avenue and 30th Street,Queens,03/19/2020,-73.93278961,40.75419389,X,AREA OF MINIMAL FLOOD HAZARD,,Queensbridge-Ravenswood-Dutch Kills
POINT (-73.94457462372618 40.61480458573234),3,Brooklyn,315,45,41,22,9,Nostrand Avenue and Marine Parkway,Brooklyn,10/06/2020,-73.94457474,40.61480419,X,AREA OF MINIMAL FLOOD HAZARD,4,Madison
POINT (-73.91041431626267 40.711777677135444),4,Queens,405,34,37,12,7,Grandview Avenue and Amory Court,Queens,12/19/2022,-73.91041432,40.71177768,X,AREA OF MINIMAL FLOOD HAZARD,,Ridgewood
POINT (-74.01161173769172 40.71361022252984),1,Manhattan,101,1,66,27,10,Greenwich Street and Barclay Street,Manhattan,10/29/2015,-74.01161154,40.71360977,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Tribeca-Civic Center
POINT (-73.8838759605532 40.74339828829647),4,Queens,404,25,39,13,6,Broadway with Pettit Avenue and 81st Street,Queens,08/19/2022,-73.88387596,40.74339829,X,AREA OF MINIMAL FLOOD HAZARD,,Elmhurst
POINT (-73.90942660575513 40.88129177140756),2,Bronx,208,11,81,31,13,Riverdale Avenue with West 231st Street and Irwin Avenue,Bronx,03/12/2019,-73.90942648,40.88129136,X,AREA OF MINIMAL FLOOD HAZARD,5,Kingsbridge-Marble Hill
POINT (-73.82084964025331 40.752240692727504),4,Queens,407,20,25,16,6,Kissena Boulevard and 45th Avenue,Queens,07/18/2022,-73.82084964,40.75224069,X,AREA OF MINIMAL FLOOD HAZARD,6,East Flushing
POINT (-73.77887086690934 40.71384890254888),4,Queens,412,27,29,11,5,Hillside Avenue and 183rd Street,Queens,05/19/2021,-73.77887111,40.71384812,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica
POINT (-73.85162658443731 40.85732574547962),2,Bronx,211,13,80,34,15,Pelham Parkway and Narragansett Avenue,Bronx,02/27/2019,-73.85162657,40.8573252,X,AREA OF MINIMAL FLOOD HAZARD,,Morris Park
POINT (-74.00532458268756 40.71827357910523),1,Manhattan,101,1,66,27,10,Church Street with 6th Avenue and Franklin Street,Manhattan,04/10/2022,-74.00532458,40.71827358,X,AREA OF MINIMAL FLOOD HAZARD,2,Tribeca-Civic Center
POINT (-73.94252461245912 40.841510087040604),1,Manhattan,112,10,71,31,13,Fort Washington Avenue between 165th Street and 168th Street (mid-block),Manhattan,01/25/2021,-73.94252444,40.84150965,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (South)
POINT (-74.07628397606472 40.627764134496026),5,Staten Island,501,49,61,23,11,Bay Street with Union Place and Cross Street,Staten Island,09/28/2022,-74.07628398,40.62776413,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,Tompkinsville-Stapleton-Clifton-Fox Hills
POINT (-74.11617536109031 40.563801591055835),5,Staten Island,503,50,64,24,11,Hylan Boulevard at Tysens Lane,Staten Island,10/22/2019,-74.11617536,40.56380159,X,AREA OF MINIMAL FLOOD HAZARD,4,Oakwood-Richmondtown
POINT (-73.98798337966204 40.74087394150202),1,Manhattan,105,2,74,28,12,Madison Avenue and East 23rd Street,Manhattan,05/18/2018,-73.98798315,40.74087339,X,AREA OF MINIMAL FLOOD HAZARD,,Midtown South-Flatiron-Union Square
POINT (-73.9782320834657 40.72067383532952),1,Manhattan,103,2,65,27,10,Avenue D and East 3rd Street,Manhattan,10/06/2016,-73.97823192,40.72067331,X,AREA OF MINIMAL FLOOD HAZARD,3,East Village
POINT (-73.98723473846411 40.693124890140766),3,Brooklyn,302,33,52,26,7,Jay Street and Metrotech Roadway (North Leg),Brooklyn,04/26/2012,-73.98723462,40.69312443,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.96910952337107 40.61700375164683),3,Brooklyn,312,44,48,22,9,Ocean Parkway and Avenue M,Brooklyn,05/19/2022,-73.96910952,40.61700375,X,AREA OF MINIMAL FLOOD HAZARD,,Mapleton-Midwood (West)
POINT (-73.93139987675612 40.58608100980182),3,Brooklyn,315,48,41,22,8,Knapp Street with Shore Parkway North Service Road and Harkness Avenue,Brooklyn,02/22/2023,-73.93139988,40.58608101,X,AREA OF MINIMAL FLOOD HAZARD,2,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
POINT (-73.91997016205326 40.75781335966967),4,Queens,401,22,36,12,14,Steinway Street between 34th Avenue and Broadway (midblock),Queens,07/26/2018,-73.91997006,40.75781273,X,AREA OF MINIMAL FLOOD HAZARD,,Astoria (East)-Woodside (North)
